sno,communityId,flatNo,deviceId,sensorType,status
506,3,"A10-064","GVM202600506","Humidity Sensor",2
507,3,"A7-043","GVM202600507","Smoke Detector",2
508,3,"A20-095","GVM202600508","Gas Sensor",2
509,3,"A19-105","GVM202600509","Temperature Sensor",2
510,3,"A2-072","GVM202600510","Humidity Sensor",2
511,3,"A11-085","GVM202600511","Humidity Sensor",2
512,3,"A9-084","GVM202600512","Smoke Detector",2
513,3,"A15-065","GVM202600513","Smoke Detector",2
514,3,"A12-082","GVM202600514","Smoke Detector",2
515,3,"A4-024","GVM202600515","Temperature Sensor",2
516,3,"A4-064","GVM202600516","Multi-Sensor",2
517,3,"A17-032","GVM202600517","Humidity Sensor",2
518,3,"A16-084","GVM202600518","Smoke Detector",2
519,3,"A19-012","GVM202600519","Multi-Sensor",2
520,3,"A16-091","GVM202600520","Temperature Sensor",2
521,3,"A7-034","GVM202600521","Temperature Sensor",2
522,3,"A4-022","GVM202600522","Temperature Sensor",2
523,3,"A9-105","GVM202600523","Humidity Sensor",2
524,3,"A5-073","GVM202600524","Multi-Sensor",2
525,3,"A3-073","GVM202600525","Temperature Sensor",2
526,3,"A11-093","GVM202600526","Gas Sensor",2
527,3,"A16-042","GVM202600527","Humidity Sensor",2
528,3,"A13-092","GVM202600528","Gas Sensor",2
529,3,"A18-032","GVM202600529","Gas Sensor",2
530,3,"A18-084","GVM202600530","Humidity Sensor",2
531,3,"A3-071","GVM202600531","Multi-Sensor",2
532,3,"A1-084","GVM202600532","Humidity Sensor",2
533,3,"A1-084","GVM202600533","Temperature Sensor",2
534,3,"A19-084","GVM202600534","Temperature Sensor",2
535,3,"A9-071","GVM202600535","Humidity Sensor",2
536,3,"A7-023","GVM202600536","Multi-Sensor",2
537,3,"A7-011","GVM202600537","Temperature Sensor",2
538,3,"A8-062","GVM202600538","Gas Sensor",2
539,3,"A16-093","GVM202600539","Smoke Detector",2
540,3,"A2-045","GVM202600540","Humidity Sensor",2
541,3,"A12-063","GVM202600541","Gas Sensor",2
542,3,"A11-021","GVM202600542","Temperature Sensor",2
543,3,"A11-091","GVM202600543","Gas Sensor",2
544,3,"A4-024","GVM202600544","Smoke Detector",2
545,3,"A1-085","GVM202600545","Humidity Sensor",2
546,3,"A11-081","GVM202600546","Temperature Sensor",2
547,3,"A4-053","GVM202600547","Humidity Sensor",2
548,3,"A13-103","GVM202600548","Humidity Sensor",2
549,3,"A9-071","GVM202600549","Smoke Detector",2
550,3,"A15-031","GVM202600550","Humidity Sensor",2
551,3,"A4-071","GVM202600551","Temperature Sensor",2
552,3,"A12-081","GVM202600552","Humidity Sensor",2
553,3,"A14-071","GVM202600553","Multi-Sensor",2
554,3,"A11-033","GVM202600554","Gas Sensor",2
555,3,"A17-063","GVM202600555","Humidity Sensor",2
556,3,"A6-042","GVM202600556","Multi-Sensor",2
557,3,"A14-053","GVM202600557","Multi-Sensor",2
558,3,"A16-023","GVM202600558","Gas Sensor",2
559,3,"A8-083","GVM202600559","Gas Sensor",2
560,3,"A12-052","GVM202600560","Multi-Sensor",2
561,3,"A14-025","GVM202600561","Gas Sensor",2
562,3,"A1-105","GVM202600562","Gas Sensor",2
563,3,"A6-095","GVM202600563","Multi-Sensor",2
564,3,"A10-044","GVM202600564","Gas Sensor",2
565,3,"A3-033","GVM202600565","Multi-Sensor",2
566,3,"A17-094","GVM202600566","Humidity Sensor",2
567,3,"A18-062","GVM202600567","Multi-Sensor",2
568,3,"A16-034","GVM202600568","Humidity Sensor",2
569,3,"A14-045","GVM202600569","Multi-Sensor",2
570,3,"A5-074","GVM202600570","Multi-Sensor",2
571,3,"A12-013","GVM202600571","Smoke Detector",2
572,3,"A9-052","GVM202600572","Humidity Sensor",2
573,3,"A18-101","GVM202600573","Temperature Sensor",2
574,3,"A14-022","GVM202600574","Gas Sensor",2
575,3,"A7-092","GVM202600575","Smoke Detector",2
576,3,"A9-025","GVM202600576","Gas Sensor",2
577,3,"A14-035","GVM202600577","Multi-Sensor",2
578,3,"A18-013","GVM202600578","Smoke Detector",2
579,3,"A8-011","GVM202600579","Temperature Sensor",2
580,3,"A13-012","GVM202600580","Smoke Detector",2
581,3,"A12-104","GVM202600581","Humidity Sensor",2
582,3,"A7-022","GVM202600582","Multi-Sensor",2
583,3,"A5-045","GVM202600583","Temperature Sensor",2
584,3,"A2-061","GVM202600584","Smoke Detector",2
585,3,"A2-074","GVM202600585","Gas Sensor",2
586,3,"A8-023","GVM202600586","Smoke Detector",2
587,3,"A17-022","GVM202600587","Humidity Sensor",2
588,3,"A8-042","GVM202600588","Temperature Sensor",2
589,3,"A4-023","GVM202600589","Multi-Sensor",2
590,3,"A6-061","GVM202600590","Multi-Sensor",2
591,3,"A20-043","GVM202600591","Temperature Sensor",2
592,3,"A4-032","GVM202600592","Gas Sensor",2
593,3,"A13-025","GVM202600593","Temperature Sensor",2
594,3,"A4-041","GVM202600594","Humidity Sensor",2
595,3,"A5-102","GVM202600595","Smoke Detector",2
596,3,"A18-015","GVM202600596","Multi-Sensor",2
597,3,"A12-091","GVM202600597","Temperature Sensor",2
598,3,"A12-035","GVM202600598","Multi-Sensor",2
599,3,"A1-091","GVM202600599","Multi-Sensor",2
600,3,"A9-071","GVM202600600","Multi-Sensor",2
601,4,"A16-033","GVM202600601","Multi-Sensor",2
602,4,"A16-035","GVM202600602","Humidity Sensor",2
603,4,"A20-023","GVM202600603","Smoke Detector",2
604,4,"A6-101","GVM202600604","Smoke Detector",2
605,4,"A20-094","GVM202600605","Smoke Detector",2
606,4,"A17-043","GVM202600606","Humidity Sensor",2
607,4,"A17-073","GVM202600607","Multi-Sensor",2
608,4,"A2-053","GVM202600608","Multi-Sensor",2
609,4,"A18-035","GVM202600609","Smoke Detector",2
610,4,"A15-085","GVM202600610","Temperature Sensor",2
611,4,"A13-061","GVM202600611","Temperature Sensor",2
612,4,"A2-083","GVM202600612","Smoke Detector",2
613,4,"A13-021","GVM202600613","Multi-Sensor",2
614,4,"A8-075","GVM202600614","Gas Sensor",2
615,4,"A4-043","GVM202600615","Smoke Detector",2
616,4,"A11-033","GVM202600616","Gas Sensor",2
617,4,"A6-065","GVM202600617","Multi-Sensor",2
618,4,"A4-103","GVM202600618","Gas Sensor",2
619,4,"A6-092","GVM202600619","Gas Sensor",2
620,4,"A6-022","GVM202600620","Temperature Sensor",2
621,4,"A9-094","GVM202600621","Temperature Sensor",2
622,4,"A14-065","GVM202600622","Multi-Sensor",2
623,4,"A9-051","GVM202600623","Smoke Detector",2
624,4,"A11-083","GVM202600624","Temperature Sensor",2
625,4,"A7-054","GVM202600625","Smoke Detector",2
626,4,"A8-071","GVM202600626","Smoke Detector",2
627,4,"A20-044","GVM202600627","Temperature Sensor",2
628,4,"A9-014","GVM202600628","Gas Sensor",2
629,4,"A18-071","GVM202600629","Multi-Sensor",2
630,4,"A7-075","GVM202600630","Humidity Sensor",2
631,4,"A7-015","GVM202600631","Gas Sensor",2
632,4,"A7-011","GVM202600632","Humidity Sensor",2
633,4,"A9-033","GVM202600633","Smoke Detector",2
634,4,"A14-032","GVM202600634","Smoke Detector",2
635,4,"A8-022","GVM202600635","Temperature Sensor",2
636,4,"A18-013","GVM202600636","Multi-Sensor",2
637,4,"A17-054","GVM202600637","Multi-Sensor",2
638,4,"A10-094","GVM202600638","Gas Sensor",2
639,4,"A2-015","GVM202600639","Smoke Detector",2
640,4,"A10-044","GVM202600640","Humidity Sensor",2
641,4,"A20-074","GVM202600641","Temperature Sensor",2
642,4,"A1-082","GVM202600642","Multi-Sensor",2
643,4,"A17-013","GVM202600643","Multi-Sensor",2
644,4,"A10-011","GVM202600644","Temperature Sensor",2
645,4,"A1-012","GVM202600645","Temperature Sensor",2
646,4,"A3-011","GVM202600646","Gas Sensor",2
647,4,"A9-012","GVM202600647","Humidity Sensor",2
648,4,"A12-091","GVM202600648","Gas Sensor",2
649,4,"A19-024","GVM202600649","Multi-Sensor",2
650,4,"A20-021","GVM202600650","Smoke Detector",2
651,4,"A11-015","GVM202600651","Smoke Detector",2
652,4,"A6-053","GVM202600652","Smoke Detector",2
653,4,"A7-031","GVM202600653","Smoke Detector",2
654,4,"A1-071","GVM202600654","Humidity Sensor",2
655,4,"A16-042","GVM202600655","Temperature Sensor",2
656,4,"A9-025","GVM202600656","Temperature Sensor",2
657,4,"A20-065","GVM202600657","Temperature Sensor",2
658,4,"A20-041","GVM202600658","Multi-Sensor",2
659,4,"A15-045","GVM202600659","Smoke Detector",2
660,4,"A16-063","GVM202600660","Smoke Detector",2
661,4,"A16-064","GVM202600661","Humidity Sensor",2
662,4,"A6-071","GVM202600662","Multi-Sensor",2
663,4,"A15-012","GVM202600663","Smoke Detector",2
664,4,"A9-051","GVM202600664","Smoke Detector",2
665,4,"A14-011","GVM202600665","Gas Sensor",2
666,4,"A3-043","GVM202600666","Smoke Detector",2
667,4,"A7-094","GVM202600667","Smoke Detector",2
668,4,"A13-045","GVM202600668","Gas Sensor",2
669,4,"A10-055","GVM202600669","Gas Sensor",2
670,4,"A11-105","GVM202600670","Temperature Sensor",2
671,4,"A8-082","GVM202600671","Temperature Sensor",2
672,4,"A9-063","GVM202600672","Smoke Detector",2
673,4,"A18-075","GVM202600673","Humidity Sensor",2
674,4,"A3-105","GVM202600674","Gas Sensor",2
675,4,"A2-062","GVM202600675","Smoke Detector",2
676,4,"A6-095","GVM202600676","Humidity Sensor",2
677,4,"A17-072","GVM202600677","Humidity Sensor",2
678,4,"A12-074","GVM202600678","Multi-Sensor",2
679,4,"A17-075","GVM202600679","Multi-Sensor",2
680,4,"A8-095","GVM202600680","Smoke Detector",2
681,4,"A8-011","GVM202600681","Multi-Sensor",2
682,4,"A5-011","GVM202600682","Smoke Detector",2
683,4,"A10-101","GVM202600683","Multi-Sensor",2
684,4,"A3-053","GVM202600684","Humidity Sensor",2
685,4,"A11-072","GVM202600685","Smoke Detector",2
686,4,"A11-034","GVM202600686","Temperature Sensor",2
687,4,"A1-044","GVM202600687","Smoke Detector",2
688,4,"A18-092","GVM202600688","Temperature Sensor",2
689,4,"A13-055","GVM202600689","Humidity Sensor",2
690,4,"A15-061","GVM202600690","Multi-Sensor",2
691,4,"A9-074","GVM202600691","Multi-Sensor",2
692,4,"A11-041","GVM202600692","Humidity Sensor",2
693,4,"A12-083","GVM202600693","Multi-Sensor",2
694,4,"A10-104","GVM202600694","Temperature Sensor",2
695,4,"A14-102","GVM202600695","Temperature Sensor",2
696,4,"A9-031","GVM202600696","Smoke Detector",2
697,4,"A14-073","GVM202600697","Multi-Sensor",2
698,4,"A8-031","GVM202600698","Smoke Detector",2
699,4,"A12-024","GVM202600699","Humidity Sensor",2
700,4,"A2-022","GVM202600700","Humidity Sensor",2
701,4,"A8-014","GVM202600701","Multi-Sensor",2
702,4,"A9-065","GVM202600702","Multi-Sensor",2
703,4,"A13-041","GVM202600703","Smoke Detector",2
704,4,"A5-062","GVM202600704","Multi-Sensor",2
705,4,"A9-093","GVM202600705","Smoke Detector",2
706,4,"A18-041","GVM202600706","Gas Sensor",2
707,4,"A10-024","GVM202600707","Multi-Sensor",2
708,4,"A1-061","GVM202600708","Temperature Sensor",2
709,4,"A10-085","GVM202600709","Multi-Sensor",2
710,4,"A2-041","GVM202600710","Humidity Sensor",2
711,4,"A16-013","GVM202600711","Humidity Sensor",2
712,4,"A11-065","GVM202600712","Gas Sensor",2
713,4,"A13-092","GVM202600713","Smoke Detector",2
714,4,"A20-054","GVM202600714","Gas Sensor",2
715,4,"A5-104","GVM202600715","Smoke Detector",2
716,4,"A17-103","GVM202600716","Humidity Sensor",2
717,4,"A17-045","GVM202600717","Gas Sensor",2
718,4,"A16-025","GVM202600718","Gas Sensor",2
719,4,"A14-071","GVM202600719","Smoke Detector",2
720,4,"A10-105","GVM202600720","Gas Sensor",2
721,4,"A3-083","GVM202600721","Multi-Sensor",2
722,4,"A19-102","GVM202600722","Smoke Detector",2
723,4,"A1-072","GVM202600723","Temperature Sensor",2
724,4,"A17-083","GVM202600724","Humidity Sensor",2
725,4,"A11-094","GVM202600725","Temperature Sensor",2
726,4,"A10-065","GVM202600726","Humidity Sensor",2
727,4,"A8-065","GVM202600727","Humidity Sensor",2
728,4,"A9-064","GVM202600728","Gas Sensor",2
729,4,"A7-033","GVM202600729","Humidity Sensor",2
730,4,"A10-024","GVM202600730","Humidity Sensor",2
731,4,"A12-082","GVM202600731","Temperature Sensor",2
732,4,"A18-104","GVM202600732","Temperature Sensor",2
733,4,"A16-091","GVM202600733","Gas Sensor",2
734,4,"A20-061","GVM202600734","Multi-Sensor",2
735,4,"A15-021","GVM202600735","Gas Sensor",2
736,4,"A13-032","GVM202600736","Multi-Sensor",2
737,4,"A12-091","GVM202600737","Humidity Sensor",2
738,4,"A2-083","GVM202600738","Smoke Detector",2
739,4,"A2-051","GVM202600739","Humidity Sensor",2
740,4,"A1-055","GVM202600740","Smoke Detector",2
741,4,"A7-073","GVM202600741","Multi-Sensor",2
742,4,"A1-051","GVM202600742","Gas Sensor",2
743,4,"A4-101","GVM202600743","Smoke Detector",2
744,4,"A6-063","GVM202600744","Multi-Sensor",2
745,4,"A9-024","GVM202600745","Temperature Sensor",2
746,4,"A16-051","GVM202600746","Temperature Sensor",2
747,4,"A11-083","GVM202600747","Gas Sensor",2
748,4,"A6-062","GVM202600748","Gas Sensor",2
749,4,"A6-063","GVM202600749","Gas Sensor",2
750,4,"A11-092","GVM202600750","Multi-Sensor",2
751,4,"A16-085","GVM202600751","Multi-Sensor",2
752,4,"A10-031","GVM202600752","Multi-Sensor",2
753,4,"A19-052","GVM202600753","Temperature Sensor",2
754,4,"A15-064","GVM202600754","Smoke Detector",2
755,4,"A17-041","GVM202600755","Multi-Sensor",2
756,4,"A4-021","GVM202600756","Humidity Sensor",2
757,4,"A12-031","GVM202600757","Multi-Sensor",2
758,4,"A18-015","GVM202600758","Humidity Sensor",2
759,4,"A1-085","GVM202600759","Gas Sensor",2
760,4,"A4-101","GVM202600760","Temperature Sensor",2
761,4,"A13-023","GVM202600761","Humidity Sensor",2
762,4,"A5-063","GVM202600762","Multi-Sensor",2
763,4,"A14-074","GVM202600763","Smoke Detector",2
764,4,"A13-051","GVM202600764","Humidity Sensor",2
765,4,"A12-015","GVM202600765","Gas Sensor",2
766,4,"A2-105","GVM202600766","Humidity Sensor",2
767,4,"A13-083","GVM202600767","Temperature Sensor",2
768,4,"A9-025","GVM202600768","Smoke Detector",2
769,4,"A13-054","GVM202600769","Gas Sensor",2
770,4,"A11-033","GVM202600770","Smoke Detector",2
771,4,"A2-104","GVM202600771","Gas Sensor",2
772,4,"A1-061","GVM202600772","Multi-Sensor",2
773,4,"A13-041","GVM202600773","Humidity Sensor",2
774,4,"A17-072","GVM202600774","Smoke Detector",2
775,4,"A1-082","GVM202600775","Multi-Sensor",2
776,4,"A15-074","GVM202600776","Smoke Detector",2
777,4,"A15-102","GVM202600777","Smoke Detector",2
778,4,"A20-041","GVM202600778","Multi-Sensor",2
779,4,"A19-062","GVM202600779","Multi-Sensor",2
780,4,"A12-091","GVM202600780","Multi-Sensor",2
781,4,"A16-035","GVM202600781","Gas Sensor",2
782,4,"A6-052","GVM202600782","Temperature Sensor",2
783,4,"A8-053","GVM202600783","Multi-Sensor",2
784,4,"A12-061","GVM202600784","Multi-Sensor",2
785,4,"A5-091","GVM202600785","Gas Sensor",2
786,4,"A4-104","GVM202600786","Temperature Sensor",2
787,4,"A6-013","GVM202600787","Gas Sensor",2
788,4,"A5-102","GVM202600788","Temperature Sensor",2
789,4,"A20-061","GVM202600789","Temperature Sensor",2
790,4,"A4-012","GVM202600790","Temperature Sensor",2
791,4,"A15-052","GVM202600791","Smoke Detector",2
792,4,"A6-084","GVM202600792","Gas Sensor",2
793,4,"A9-084","GVM202600793","Humidity Sensor",2
794,4,"A16-052","GVM202600794","Temperature Sensor",2
795,4,"A12-105","GVM202600795","Smoke Detector",2
796,4,"A15-063","GVM202600796","Gas Sensor",2
797,4,"A14-092","GVM202600797","Temperature Sensor",2
798,4,"A16-043","GVM202600798","Gas Sensor",2
799,4,"A18-013","GVM202600799","Humidity Sensor",2
800,4,"A4-073","GVM202600800","Gas Sensor",2
801,5,"A19-071","GVM202600801","Temperature Sensor",2
802,5,"A6-083","GVM202600802","Gas Sensor",2
803,5,"A4-093","GVM202600803","Multi-Sensor",2
804,5,"A13-052","GVM202600804","Humidity Sensor",2
805,5,"A8-102","GVM202600805","Humidity Sensor",2
806,5,"A2-025","GVM202600806","Humidity Sensor",2
807,5,"A14-032","GVM202600807","Multi-Sensor",2
808,5,"A6-083","GVM202600808","Temperature Sensor",2
809,5,"A20-075","GVM202600809","Humidity Sensor",2
810,5,"A16-022","GVM202600810","Multi-Sensor",2
811,5,"A18-024","GVM202600811","Smoke Detector",2
812,5,"A3-035","GVM202600812","Multi-Sensor",2
813,5,"A12-055","GVM202600813","Gas Sensor",2
814,5,"A10-104","GVM202600814","Temperature Sensor",2
815,5,"A5-011","GVM202600815","Smoke Detector",2
816,5,"A19-045","GVM202600816","Gas Sensor",2
817,5,"A18-025","GVM202600817","Smoke Detector",2
818,5,"A12-061","GVM202600818","Multi-Sensor",2
819,5,"A2-063","GVM202600819","Gas Sensor",2
820,5,"A1-052","GVM202600820","Humidity Sensor",2
821,5,"A13-034","GVM202600821","Humidity Sensor",2
822,5,"A7-083","GVM202600822","Humidity Sensor",2
823,5,"A16-064","GVM202600823","Humidity Sensor",2
824,5,"A20-074","GVM202600824","Gas Sensor",2
825,5,"A10-082","GVM202600825","Humidity Sensor",2
826,5,"A6-033","GVM202600826","Multi-Sensor",2
827,5,"A16-093","GVM202600827","Humidity Sensor",2
828,5,"A14-062","GVM202600828","Multi-Sensor",2
829,5,"A12-062","GVM202600829","Humidity Sensor",2
830,5,"A15-043","GVM202600830","Multi-Sensor",2
831,5,"A13-052","GVM202600831","Smoke Detector",2
832,5,"A5-054","GVM202600832","Temperature Sensor",2
833,5,"A4-085","GVM202600833","Smoke Detector",2
834,5,"A2-092","GVM202600834","Temperature Sensor",2
835,5,"A1-102","GVM202600835","Temperature Sensor",2
836,5,"A20-055","GVM202600836","Temperature Sensor",2
837,5,"A14-073","GVM202600837","Temperature Sensor",2
838,5,"A5-041","GVM202600838","Humidity Sensor",2
839,5,"A15-012","GVM202600839","Multi-Sensor",2
840,5,"A16-014","GVM202600840","Humidity Sensor",2
841,5,"A2-052","GVM202600841","Temperature Sensor",2
842,5,"A18-103","GVM202600842","Smoke Detector",2
843,5,"A17-035","GVM202600843","Humidity Sensor",2
844,5,"A1-033","GVM202600844","Smoke Detector",2
845,5,"A5-014","GVM202600845","Multi-Sensor",2
846,5,"A3-105","GVM202600846","Gas Sensor",2
847,5,"A3-055","GVM202600847","Smoke Detector",2
848,5,"A8-011","GVM202600848","Multi-Sensor",2
849,5,"A14-092","GVM202600849","Multi-Sensor",2
850,5,"A5-101","GVM202600850","Gas Sensor",2
851,5,"A20-051","GVM202600851","Humidity Sensor",2
852,5,"A13-014","GVM202600852","Temperature Sensor",2
853,5,"A9-044","GVM202600853","Temperature Sensor",2
854,5,"A18-104","GVM202600854","Temperature Sensor",2
855,5,"A12-044","GVM202600855","Smoke Detector",2
856,5,"A17-052","GVM202600856","Gas Sensor",2
857,5,"A11-044","GVM202600857","Gas Sensor",2
858,5,"A18-021","GVM202600858","Gas Sensor",2
859,5,"A19-071","GVM202600859","Temperature Sensor",2
860,5,"A7-055","GVM202600860","Multi-Sensor",2
861,5,"A5-032","GVM202600861","Temperature Sensor",2
862,5,"A18-043","GVM202600862","Temperature Sensor",2
863,5,"A16-074","GVM202600863","Humidity Sensor",2
864,5,"A17-015","GVM202600864","Smoke Detector",2
865,5,"A18-085","GVM202600865","Temperature Sensor",2
866,5,"A6-085","GVM202600866","Humidity Sensor",2
867,5,"A11-052","GVM202600867","Smoke Detector",2
868,5,"A9-095","GVM202600868","Multi-Sensor",2
869,5,"A13-014","GVM202600869","Gas Sensor",2
870,5,"A20-014","GVM202600870","Temperature Sensor",2
871,5,"A1-035","GVM202600871","Gas Sensor",2
872,5,"A6-084","GVM202600872","Smoke Detector",2
873,5,"A16-031","GVM202600873","Temperature Sensor",2
874,5,"A12-074","GVM202600874","Temperature Sensor",2
875,5,"A10-014","GVM202600875","Temperature Sensor",2
876,5,"A20-081","GVM202600876","Smoke Detector",2
877,5,"A15-061","GVM202600877","Smoke Detector",2
878,5,"A2-045","GVM202600878","Smoke Detector",2
879,5,"A2-064","GVM202600879","Humidity Sensor",2
880,5,"A8-061","GVM202600880","Gas Sensor",2
881,5,"A6-081","GVM202600881","Multi-Sensor",2
882,5,"A15-105","GVM202600882","Gas Sensor",2
883,5,"A20-084","GVM202600883","Smoke Detector",2
884,5,"A3-074","GVM202600884","Multi-Sensor",2
885,5,"A10-061","GVM202600885","Temperature Sensor",2
886,5,"A19-045","GVM202600886","Gas Sensor",2
887,5,"A1-042","GVM202600887","Humidity Sensor",2
888,5,"A18-045","GVM202600888","Temperature Sensor",2
889,5,"A12-063","GVM202600889","Gas Sensor",2
890,5,"A20-073","GVM202600890","Multi-Sensor",2
891,5,"A5-074","GVM202600891","Gas Sensor",2
892,5,"A2-084","GVM202600892","Gas Sensor",2
893,5,"A19-032","GVM202600893","Smoke Detector",2
894,5,"A14-024","GVM202600894","Multi-Sensor",2
895,5,"A4-092","GVM202600895","Smoke Detector",2
896,5,"A20-064","GVM202600896","Temperature Sensor",2
897,5,"A5-061","GVM202600897","Humidity Sensor",2
898,5,"A16-035","GVM202600898","Gas Sensor",2
899,5,"A14-054","GVM202600899","Smoke Detector",2
900,5,"A18-105","GVM202600900","Multi-Sensor",2
901,5,"A15-011","GVM202600901","Multi-Sensor",2
902,5,"A18-083","GVM202600902","Gas Sensor",2
903,5,"A5-045","GVM202600903","Multi-Sensor",2
904,5,"A4-015","GVM202600904","Humidity Sensor",2
905,5,"A16-053","GVM202600905","Humidity Sensor",2
906,5,"A7-101","GVM202600906","Smoke Detector",2
907,5,"A18-104","GVM202600907","Humidity Sensor",2
908,5,"A14-083","GVM202600908","Multi-Sensor",2
909,5,"A16-045","GVM202600909","Temperature Sensor",2
910,5,"A9-045","GVM202600910","Smoke Detector",2
911,5,"A17-054","GVM202600911","Gas Sensor",2
912,5,"A5-051","GVM202600912","Temperature Sensor",2
913,5,"A14-064","GVM202600913","Humidity Sensor",2
914,5,"A19-093","GVM202600914","Humidity Sensor",2
915,5,"A8-084","GVM202600915","Humidity Sensor",2
916,5,"A3-061","GVM202600916","Humidity Sensor",2
917,5,"A3-083","GVM202600917","Humidity Sensor",2
918,5,"A8-071","GVM202600918","Multi-Sensor",2
919,5,"A20-082","GVM202600919","Gas Sensor",2
920,5,"A6-041","GVM202600920","Smoke Detector",2
921,5,"A12-074","GVM202600921","Smoke Detector",2
922,5,"A12-062","GVM202600922","Multi-Sensor",2
923,5,"A9-044","GVM202600923","Gas Sensor",2
924,5,"A4-075","GVM202600924","Humidity Sensor",2
925,5,"A13-083","GVM202600925","Gas Sensor",2
926,5,"A4-042","GVM202600926","Temperature Sensor",2
927,5,"A14-074","GVM202600927","Smoke Detector",2
928,5,"A5-105","GVM202600928","Gas Sensor",2
929,5,"A3-075","GVM202600929","Gas Sensor",2
930,5,"A12-075","GVM202600930","Temperature Sensor",2
931,5,"A17-033","GVM202600931","Gas Sensor",2
932,5,"A17-071","GVM202600932","Smoke Detector",2
933,5,"A9-073","GVM202600933","Temperature Sensor",2
934,5,"A12-061","GVM202600934","Multi-Sensor",2
935,5,"A20-055","GVM202600935","Humidity Sensor",2
936,5,"A20-104","GVM202600936","Humidity Sensor",2
937,5,"A10-093","GVM202600937","Smoke Detector",2
938,5,"A18-032","GVM202600938","Gas Sensor",2
939,5,"A6-071","GVM202600939","Smoke Detector",2
940,5,"A15-072","GVM202600940","Temperature Sensor",2
941,5,"A5-105","GVM202600941","Humidity Sensor",2
942,5,"A9-073","GVM202600942","Gas Sensor",2
943,5,"A3-091","GVM202600943","Gas Sensor",2
944,5,"A18-012","GVM202600944","Humidity Sensor",2
945,5,"A2-012","GVM202600945","Smoke Detector",2
946,5,"A20-105","GVM202600946","Temperature Sensor",2
947,5,"A5-044","GVM202600947","Multi-Sensor",2
948,5,"A17-011","GVM202600948","Smoke Detector",2
949,5,"A12-044","GVM202600949","Humidity Sensor",2
950,5,"A4-021","GVM202600950","Temperature Sensor",2
951,5,"A14-021","GVM202600951","Humidity Sensor",2
952,5,"A13-092","GVM202600952","Humidity Sensor",2
953,5,"A4-074","GVM202600953","Multi-Sensor",2
954,5,"A12-074","GVM202600954","Gas Sensor",2
955,5,"A1-093","GVM202600955","Temperature Sensor",2
956,5,"A15-083","GVM202600956","Humidity Sensor",2
957,5,"A15-033","GVM202600957","Temperature Sensor",2
958,5,"A1-101","GVM202600958","Humidity Sensor",2
959,5,"A4-023","GVM202600959","Temperature Sensor",2
960,5,"A1-084","GVM202600960","Gas Sensor",2
961,5,"A13-011","GVM202600961","Temperature Sensor",2
962,5,"A9-084","GVM202600962","Multi-Sensor",2
963,5,"A11-072","GVM202600963","Gas Sensor",2
964,5,"A19-013","GVM202600964","Gas Sensor",2
965,5,"A8-074","GVM202600965","Temperature Sensor",2
966,5,"A16-014","GVM202600966","Multi-Sensor",2
967,5,"A4-102","GVM202600967","Smoke Detector",2
968,5,"A8-013","GVM202600968","Temperature Sensor",2
969,5,"A3-015","GVM202600969","Gas Sensor",2
970,5,"A6-054","GVM202600970","Multi-Sensor",2
971,5,"A19-072","GVM202600971","Gas Sensor",2
972,5,"A1-032","GVM202600972","Multi-Sensor",2
973,5,"A16-074","GVM202600973","Temperature Sensor",2
974,5,"A17-032","GVM202600974","Multi-Sensor",2
975,5,"A1-041","GVM202600975","Humidity Sensor",2
976,5,"A1-025","GVM202600976","Gas Sensor",2
977,5,"A5-105","GVM202600977","Multi-Sensor",2
978,5,"A6-105","GVM202600978","Multi-Sensor",2
979,5,"A5-091","GVM202600979","Gas Sensor",2
980,5,"A5-072","GVM202600980","Temperature Sensor",2
981,5,"A9-023","GVM202600981","Temperature Sensor",2
982,5,"A13-042","GVM202600982","Gas Sensor",2
983,5,"A6-015","GVM202600983","Smoke Detector",2
984,5,"A10-081","GVM202600984","Gas Sensor",2
985,5,"A10-054","GVM202600985","Multi-Sensor",2
986,5,"A14-044","GVM202600986","Multi-Sensor",2
987,5,"A18-054","GVM202600987","Multi-Sensor",2
988,5,"A15-021","GVM202600988","Smoke Detector",2
989,5,"A13-032","GVM202600989","Gas Sensor",2
990,5,"A10-044","GVM202600990","Humidity Sensor",2
991,5,"A5-045","GVM202600991","Humidity Sensor",2
992,5,"A11-033","GVM202600992","Smoke Detector",2
993,5,"A16-022","GVM202600993","Gas Sensor",2
994,5,"A8-024","GVM202600994","Humidity Sensor",2
995,5,"A10-023","GVM202600995","Humidity Sensor",2
996,5,"A14-084","GVM202600996","Temperature Sensor",2
997,5,"A2-025","GVM202600997","Smoke Detector",2
998,5,"A14-054","GVM202600998","Humidity Sensor",2
999,5,"A7-095","GVM202600999","Multi-Sensor",2
1000,5,"A4-082","GVM202601000","Smoke Detector",2
1001,6,"A9-024","GVM202601001","Gas Sensor",2
1002,6,"A3-095","GVM202601002","Gas Sensor",2
1003,6,"A13-034","GVM202601003","Temperature Sensor",2
1004,6,"A1-014","GVM202601004","Temperature Sensor",2
1005,6,"A20-023","GVM202601005","Multi-Sensor",2
1006,6,"A8-051","GVM202601006","Multi-Sensor",2
1007,6,"A2-053","GVM202601007","Humidity Sensor",2
1008,6,"A7-085","GVM202601008","Gas Sensor",2
1009,6,"A13-073","GVM202601009","Multi-Sensor",2
1010,6,"A2-103","GVM202601010","Gas Sensor",2
