Flat No,Device ID,Sensor Type,Event Type,Leak Status,Time Occurred,Time Resolved,Duration (minutes),Details
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-03T11:25:12.867Z,2026-06-03T11:25:28.977Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-04T04:14:07.857Z,,,Status changed from Unknown to Online
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T04:17:17.776Z,2026-06-04T04:17:33.784Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T04:37:14.626Z,2026-06-04T04:37:31.569Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T04:43:47.471Z,2026-06-04T04:44:02.319Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-04T05:30:20.575Z,,,Status changed from Unknown to Online
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-04T05:30:20.981Z,,,Status changed from Unknown to Online
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T05:58:09.235Z,2026-06-04T05:58:25.239Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T05:58:52.686Z,2026-06-04T05:59:09.677Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T06:29:58.806Z,2026-06-04T06:30:14.722Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T06:39:21.730Z,2026-06-04T06:39:36.712Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T06:46:06.498Z,2026-06-04T06:46:21.277Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T06:56:18.171Z,2026-06-04T06:56:35.135Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T06:58:35.585Z,2026-06-04T06:58:49.581Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T07:26:17.476Z,2026-06-04T07:26:32.839Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T08:43:46.772Z,2026-06-04T08:44:01.604Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T08:48:28.470Z,2026-06-04T08:48:43.315Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T09:22:08.072Z,2026-06-04T09:22:22.725Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T09:40:42.216Z,2026-06-04T09:40:58.218Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T10:01:34.404Z,2026-06-04T10:01:49.346Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T10:07:03.815Z,2026-06-04T10:07:18.592Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T10:30:42.465Z,2026-06-04T10:30:56.492Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T11:09:05.820Z,2026-06-04T11:09:22.951Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-04T11:09:21.986Z,2026-06-04T11:09:34.939Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T11:17:54.934Z,2026-06-04T11:18:11.243Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-04T11:37:31.715Z,2026-06-04T11:37:48.067Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-05T04:20:56.903Z,,,Status changed from Unknown to Online
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-05T04:20:58.010Z,,,Status changed from Unknown to Online
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T04:44:14.874Z,2026-06-05T04:44:32.486Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T04:53:04.963Z,2026-06-05T04:53:18.004Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T05:29:38.225Z,2026-06-05T05:29:55.173Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T05:29:43.284Z,2026-06-05T05:29:58.238Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T06:17:23.736Z,2026-06-05T06:17:38.733Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T06:24:17.706Z,,,Leak detected. Status: Alert
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T06:27:08.023Z,2026-06-05T06:27:21.641Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T06:29:19.401Z,2026-06-05T06:29:35.474Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T06:39:42.847Z,2026-06-05T06:39:57.797Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T06:40:05.750Z,2026-06-05T06:40:20.701Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T06:54:00.180Z,2026-06-05T06:54:14.201Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T07:05:00.557Z,2026-06-05T07:05:14.519Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T07:23:06.207Z,2026-06-05T07:23:21.598Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T07:25:24.600Z,2026-06-05T07:25:38.599Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T08:28:23.071Z,2026-06-05T08:28:38.026Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T08:39:11.420Z,2026-06-05T08:39:24.373Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T08:42:51.102Z,2026-06-05T08:43:06.057Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T08:47:01.157Z,2026-06-05T08:47:15.950Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T08:52:30.629Z,2026-06-05T08:52:43.479Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T08:59:47.186Z,2026-06-05T09:00:02.169Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T09:00:15.124Z,2026-06-05T09:00:31.011Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T09:04:55.914Z,2026-06-05T09:05:10.971Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T09:12:04.364Z,2026-06-05T09:12:23.151Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T09:16:42.437Z,2026-06-05T09:16:56.295Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T09:24:02.691Z,2026-06-05T09:24:35.570Z,1,Leak resolved. Duration: 1 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T09:24:17.977Z,2026-06-05T09:24:32.796Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T09:32:09.709Z,2026-06-05T09:32:23.226Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T09:39:43.980Z,2026-06-05T09:39:58.752Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T09:40:49.695Z,2026-06-05T09:41:06.079Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T10:02:14.423Z,2026-06-05T10:02:28.637Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T10:11:00.839Z,2026-06-05T10:11:16.816Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T10:49:03.634Z,2026-06-05T10:49:18.691Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T11:06:32.409Z,2026-06-05T11:06:49.385Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T11:14:12.947Z,2026-06-05T11:14:28.124Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T11:24:17.352Z,2026-06-05T11:24:33.330Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T11:29:06.144Z,2026-06-05T11:29:19.385Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-05T11:42:50.191Z,2026-06-05T11:43:07.739Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T11:51:33.034Z,2026-06-05T11:51:45.891Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-05T12:01:39.281Z,2026-06-05T12:01:54.792Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-06T04:14:15.275Z,,,Status changed from No Communication to Online
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-06T04:14:15.348Z,,,Status changed from No Communication to Online
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T04:21:29.159Z,2026-06-06T04:21:45.810Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T04:38:30.915Z,2026-06-06T04:38:45.856Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T04:45:29.777Z,2026-06-06T04:45:46.592Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T04:54:47.038Z,2026-06-06T04:55:01.886Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T05:01:32.955Z,2026-06-06T05:01:48.392Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T05:04:57.302Z,2026-06-06T05:05:12.400Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T05:10:11.201Z,2026-06-06T05:10:24.932Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T05:15:34.783Z,2026-06-06T05:15:49.623Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T05:29:23.833Z,2026-06-06T05:29:37.791Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T05:36:10.448Z,2026-06-06T05:36:26.325Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T06:05:58.457Z,2026-06-06T06:06:13.413Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T06:16:02.911Z,2026-06-06T06:16:18.402Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T06:23:10.545Z,2026-06-06T06:23:25.396Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T06:32:27.892Z,2026-06-06T06:32:43.852Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T06:36:42.074Z,2026-06-06T06:36:58.049Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T06:40:15.600Z,2026-06-06T06:40:29.501Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T06:49:06.246Z,2026-06-06T06:49:22.300Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T06:52:47.701Z,2026-06-06T06:53:03.017Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T07:08:27.128Z,2026-06-06T07:08:38.688Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T07:13:15.397Z,2026-06-06T07:13:31.342Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T07:22:29.292Z,2026-06-06T07:22:44.826Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T07:28:43.471Z,2026-06-06T07:29:00.822Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T07:29:11.881Z,2026-06-06T07:29:32.440Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T08:32:52.571Z,2026-06-06T08:33:09.118Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T08:35:38.539Z,2026-06-06T08:35:52.466Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T08:41:32.047Z,2026-06-06T08:41:49.149Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T08:54:37.434Z,2026-06-06T08:54:51.273Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T09:00:15.316Z,2026-06-06T09:00:31.871Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T09:10:30.471Z,2026-06-06T09:10:44.400Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T09:15:32.989Z,2026-06-06T09:15:47.950Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T09:27:00.316Z,2026-06-06T09:27:17.698Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T09:30:33.498Z,2026-06-06T09:30:47.645Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T09:35:59.268Z,2026-06-06T09:36:14.727Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T09:44:56.798Z,2026-06-06T09:45:11.356Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T09:50:57.909Z,2026-06-06T09:51:12.849Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T09:53:43.832Z,2026-06-06T09:53:56.842Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T10:02:34.641Z,2026-06-06T10:02:49.311Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T10:29:03.913Z,2026-06-06T10:29:19.122Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T10:30:59.786Z,2026-06-06T10:31:12.696Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:03:16.771Z,2026-06-06T11:03:33.732Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:10:10.436Z,2026-06-06T11:10:26.466Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:16:12.085Z,2026-06-06T11:16:27.188Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:18:17.875Z,2026-06-06T11:18:35.239Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:22:00.195Z,2026-06-06T11:22:14.698Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:22:59.001Z,2026-06-06T11:23:15.544Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:25:44.835Z,2026-06-06T11:25:59.491Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:30:18.277Z,2026-06-06T11:30:33.236Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:30:40.191Z,2026-06-06T11:30:55.091Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:30:45.217Z,2026-06-06T11:31:01.286Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:33:20.547Z,2026-06-06T11:33:35.105Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:40:10.031Z,2026-06-06T11:40:27.671Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:45:32.409Z,2026-06-06T11:45:47.285Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:48:45.129Z,2026-06-06T11:48:59.160Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:52:09.849Z,2026-06-06T11:52:25.806Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:52:11.938Z,2026-06-06T11:52:25.914Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-06T11:54:11.900Z,2026-06-06T11:54:25.816Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-06T11:58:16.482Z,2026-06-06T11:58:32.837Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-08T04:17:31.505Z,,,Status changed from Unknown to Online
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-08T04:17:31.949Z,,,Status changed from Unknown to Online
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T04:23:35.176Z,2026-06-08T04:23:51.116Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T04:25:05.094Z,2026-06-08T04:25:21.092Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T04:43:22.337Z,2026-06-08T04:43:39.316Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T04:47:15.131Z,2026-06-08T04:47:27.082Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T04:54:24.886Z,2026-06-08T04:54:41.639Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T04:59:15.868Z,2026-06-08T04:59:31.352Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T05:04:14.066Z,2026-06-08T05:04:30.130Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T05:07:41.322Z,2026-06-08T05:07:57.263Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T05:11:34.169Z,2026-06-08T05:11:50.061Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T05:15:05.849Z,2026-06-08T05:15:21.412Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T05:20:45.691Z,2026-06-08T05:21:02.608Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T05:30:26.948Z,2026-06-08T05:30:42.986Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T05:32:01.811Z,2026-06-08T05:32:17.808Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T05:32:45.869Z,2026-06-08T05:32:58.872Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T05:57:33.325Z,2026-06-08T05:57:50.735Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T06:01:41.036Z,2026-06-08T06:01:56.083Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T06:12:05.425Z,2026-06-08T06:12:19.492Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T06:24:05.127Z,2026-06-08T06:24:19.632Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T06:31:58.167Z,2026-06-08T06:32:16.642Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T06:37:36.334Z,2026-06-08T06:37:50.823Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T06:44:11.429Z,2026-06-08T06:44:27.385Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T06:53:47.848Z,2026-06-08T06:54:05.314Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T07:09:32.931Z,2026-06-08T07:09:49.189Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T07:15:40.570Z,2026-06-08T07:15:56.545Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T07:23:58.125Z,2026-06-08T07:24:11.004Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-08T08:23:52.231Z,,,Status changed from Unknown to Online
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-08T08:23:52.245Z,,,Status changed from Unknown to Online
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T08:27:01.731Z,2026-06-08T08:27:16.689Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T08:30:41.512Z,2026-06-08T08:30:59.546Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T08:36:20.259Z,2026-06-08T08:36:35.138Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T08:49:15.421Z,2026-06-08T08:49:28.427Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-08T08:54:45.590Z,,,Status changed from No Communication to Online
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-08T08:54:45.766Z,,,Status changed from No Communication to Online
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T08:55:17.556Z,2026-06-08T08:55:31.470Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T09:00:20.251Z,2026-06-08T09:00:37.062Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T09:05:27.958Z,2026-06-08T09:05:43.814Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T09:07:27.666Z,2026-06-08T09:07:42.627Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T09:13:49.789Z,2026-06-08T09:14:04.747Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T09:24:20.167Z,2026-06-08T09:24:31.132Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T09:30:11.793Z,2026-06-08T09:30:26.743Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T09:36:00.473Z,2026-06-08T09:36:13.345Z,0,Leak resolved. Duration: 0 minutes
