Flat No,Device ID,Sensor Type,Event Type,Leak Status,Time Occurred,Time Resolved,Duration (minutes),Details
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T10:03:30.435Z,2026-05-26T10:03:41.291Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T10:06:58.180Z,2026-05-26T10:07:14.283Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T10:24:46.220Z,2026-05-26T10:25:04.170Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T10:52:49.374Z,2026-05-26T10:53:03.411Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T11:01:58.086Z,2026-05-26T11:02:15.950Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T11:07:54.501Z,2026-05-26T11:08:06.566Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T11:22:57.751Z,2026-05-26T11:23:11.573Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T11:37:29.782Z,2026-05-26T11:37:43.664Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T11:40:56.631Z,2026-05-26T11:41:15.477Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T11:52:22.126Z,2026-05-26T11:52:44.725Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T12:01:47.380Z,2026-05-26T12:02:05.324Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T12:04:20.121Z,2026-05-26T12:04:35.043Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-05-27T04:33:29.122Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-05-27T04:33:29.334Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-05-27T04:33:29.564Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T04:36:45.519Z,2026-05-27T04:37:02.365Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T04:38:52.258Z,2026-05-27T04:39:05.219Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T04:46:38.907Z,2026-05-27T04:46:51.723Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T04:52:09.467Z,2026-05-27T04:52:24.433Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T04:54:09.400Z,2026-05-27T04:54:26.412Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T05:03:41.022Z,2026-05-27T05:03:54.876Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T05:12:13.760Z,2026-05-27T05:12:30.539Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T05:18:04.166Z,2026-05-27T05:18:17.124Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T05:37:30.169Z,2026-05-27T05:37:45.202Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T05:55:23.213Z,2026-05-27T05:55:37.573Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T05:59:12.915Z,2026-05-27T05:59:25.990Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T06:09:14.390Z,2026-05-27T06:09:29.327Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T06:14:34.127Z,2026-05-27T06:14:52.141Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T06:22:15.651Z,2026-05-27T06:22:27.565Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T06:29:41.309Z,2026-05-27T06:29:59.203Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T06:29:43.191Z,2026-05-27T06:29:56.262Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T06:46:25.170Z,2026-05-27T06:46:39.126Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T06:52:12.914Z,2026-05-27T06:52:27.823Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T06:59:37.493Z,2026-05-27T06:59:55.438Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T07:12:13.775Z,2026-05-27T07:12:26.641Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T07:20:10.157Z,2026-05-27T07:20:25.198Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T07:24:40.000Z,2026-05-27T07:24:56.960Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T08:33:36.826Z,2026-05-27T08:33:51.751Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T08:36:40.775Z,2026-05-27T08:36:56.684Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T08:44:41.097Z,2026-05-27T08:44:54.999Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T08:54:11.533Z,2026-05-27T08:54:28.454Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T08:57:06.440Z,2026-05-27T08:57:22.393Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T09:03:05.064Z,2026-05-27T09:03:22.054Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T09:14:27.246Z,2026-05-27T09:14:41.171Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T09:14:36.613Z,2026-05-27T09:14:53.569Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T09:20:45.817Z,2026-05-27T09:20:59.741Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T09:30:15.646Z,2026-05-27T09:30:32.604Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T09:36:20.447Z,2026-05-27T09:36:36.493Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T09:42:22.601Z,2026-05-27T09:42:36.535Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T09:51:00.127Z,2026-05-27T09:51:13.016Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T10:09:34.440Z,2026-05-27T10:09:51.434Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T10:15:57.528Z,2026-05-27T10:16:12.481Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T10:26:59.386Z,2026-05-27T10:27:17.344Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-05-27T10:51:46.780Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-05-27T10:51:49.319Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T10:52:10.032Z,2026-05-27T10:52:21.893Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T10:56:34.123Z,2026-05-27T10:56:47.638Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T10:56:55.729Z,2026-05-27T10:57:08.737Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T11:06:24.158Z,2026-05-27T11:06:41.036Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T11:07:25.286Z,2026-05-27T11:07:39.209Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T11:11:24.912Z,2026-05-27T11:11:41.873Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-05-27T11:14:34.232Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T11:14:39.185Z,2026-05-27T11:14:55.144Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T11:27:49.479Z,2026-05-27T11:28:05.932Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T11:33:34.664Z,2026-05-27T11:33:51.560Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-05-27T11:42:53.234Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-05-27T11:42:53.627Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-05-27T11:42:53.634Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-27T11:43:47.339Z,2026-05-27T11:44:04.394Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-27T11:45:25.291Z,2026-05-27T11:45:39.220Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-27T12:00:38.318Z,2026-05-27T12:00:51.388Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-06-01T04:32:00.689Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-01T04:32:00.765Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-01T04:32:00.783Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T04:32:11.725Z,2026-06-01T04:32:29.642Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T04:41:46.136Z,2026-06-01T04:42:19.069Z,1,Leak resolved. Duration: 1 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T04:48:14.735Z,2026-06-01T04:48:30.772Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T04:50:15.649Z,2026-06-01T04:50:29.588Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T04:57:37.171Z,2026-06-01T04:57:53.124Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T05:08:22.915Z,2026-06-01T05:08:37.035Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T05:10:37.868Z,2026-06-01T05:10:51.387Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-01T05:15:50.125Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-01T05:15:50.146Z,,,Status changed from No Communication to Online
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-06-01T05:15:50.247Z,,,Status changed from No Communication to Online
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T05:16:08.130Z,2026-06-01T05:16:24.075Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T05:16:38.170Z,2026-06-01T05:16:54.084Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T05:24:47.601Z,2026-06-01T05:25:04.639Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T05:28:27.493Z,2026-06-01T05:28:43.336Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T05:29:16.443Z,2026-06-01T05:29:31.391Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T05:35:37.702Z,2026-06-01T05:35:52.894Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T06:00:00.569Z,2026-06-01T06:00:07.440Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T06:04:38.268Z,2026-06-01T06:04:53.173Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T06:12:13.741Z,2026-06-01T06:12:29.698Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T06:20:19.318Z,2026-06-01T06:20:33.249Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-01T08:51:57.633Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-01T08:51:57.725Z,,,Status changed from No Communication to Online
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-06-01T08:51:58.184Z,,,Status changed from No Communication to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T09:09:15.245Z,2026-06-01T09:09:31.137Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T09:21:53.000Z,2026-06-01T09:22:08.217Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T09:24:48.729Z,2026-06-01T09:25:02.682Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T09:29:49.423Z,2026-06-01T09:30:03.375Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T09:35:57.591Z,2026-06-01T09:36:14.528Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T09:41:52.667Z,2026-06-01T09:42:10.039Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T09:44:22.114Z,2026-06-01T09:44:34.608Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T09:48:24.907Z,2026-06-01T09:48:37.908Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T10:01:44.953Z,2026-06-01T10:01:55.603Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T10:11:06.928Z,2026-06-01T10:11:21.104Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T10:24:44.689Z,2026-06-01T10:25:01.686Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T10:29:27.797Z,2026-06-01T10:29:42.743Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T10:31:37.684Z,2026-06-01T10:31:52.637Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T10:38:07.925Z,2026-06-01T10:38:24.777Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T10:42:27.004Z,2026-06-01T10:42:39.949Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T11:10:45.315Z,2026-06-01T11:10:59.316Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T11:13:53.697Z,2026-06-01T11:14:11.039Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T11:29:57.539Z,2026-06-01T11:30:09.095Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T11:33:07.962Z,2026-06-01T11:33:22.910Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T11:42:21.964Z,2026-06-01T11:42:37.921Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T11:49:05.983Z,2026-06-01T11:49:21.242Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T11:52:31.783Z,2026-06-01T11:52:45.848Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T12:01:23.892Z,2026-06-01T12:01:38.778Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-01T12:02:12.197Z,2026-06-01T12:02:27.177Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-01T12:03:52.102Z,2026-06-01T12:04:03.687Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-01T12:08:48.388Z,2026-06-01T12:09:05.545Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-03T04:07:01.194Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-03T04:07:01.235Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-06-03T04:07:01.908Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T04:11:41.527Z,2026-06-03T04:11:56.263Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T04:13:06.989Z,2026-06-03T04:13:21.052Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T04:21:35.636Z,2026-06-03T04:21:49.493Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T04:34:37.772Z,2026-06-03T04:34:53.147Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T04:35:06.741Z,2026-06-03T04:35:22.720Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T04:53:24.683Z,2026-06-03T04:53:39.944Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T05:06:43.889Z,2026-06-03T05:07:00.171Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T05:25:44.099Z,2026-06-03T05:25:59.458Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T05:34:11.597Z,2026-06-03T05:34:25.065Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T05:55:53.168Z,2026-06-03T05:56:06.717Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T06:01:44.436Z,2026-06-03T06:01:58.434Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T06:08:36.053Z,2026-06-03T06:08:51.060Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T06:14:05.657Z,2026-06-03T06:14:19.467Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T06:17:36.473Z,2026-06-03T06:17:50.455Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T06:20:51.395Z,2026-06-03T06:21:06.350Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T06:28:04.953Z,2026-06-03T06:28:21.337Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T06:36:11.357Z,2026-06-03T06:36:24.267Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T06:40:19.158Z,2026-06-03T06:40:32.048Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T06:48:08.707Z,2026-06-03T06:48:23.766Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T07:04:05.064Z,2026-06-03T07:04:18.680Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T07:10:01.289Z,2026-06-03T07:10:15.239Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T07:21:27.650Z,2026-06-03T07:21:42.643Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T08:43:12.107Z,2026-06-03T08:43:24.657Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T09:01:00.815Z,2026-06-03T09:01:13.658Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T09:23:17.366Z,2026-06-03T09:23:30.241Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T09:29:35.064Z,2026-06-03T09:29:47.625Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-06-03T09:42:35.982Z,2026-06-03T09:42:48.037Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T09:43:42.799Z,2026-06-03T09:43:55.783Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T11:04:26.557Z,2026-06-03T11:04:40.560Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T11:07:55.332Z,2026-06-03T11:08:08.362Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-03T11:10:27.299Z,2026-06-03T11:10:43.080Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T11:11:07.618Z,2026-06-03T11:11:23.590Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T11:20:14.107Z,2026-06-03T11:20:29.088Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-03T11:20:34.133Z,2026-06-03T11:20:49.194Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-04T04:14:07.592Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T04:19:04.652Z,2026-06-04T04:19:18.608Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T04:33:23.828Z,2026-06-04T04:33:38.768Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-04T05:30:20.518Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-04T05:30:23.437Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T05:33:59.653Z,2026-06-04T05:34:12.714Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T05:34:18.629Z,2026-06-04T05:34:32.588Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T05:58:24.191Z,2026-06-04T05:58:40.142Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T06:05:38.797Z,2026-06-04T06:05:53.343Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T06:29:40.286Z,2026-06-04T06:29:56.252Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T06:53:21.899Z,2026-06-04T06:53:36.814Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T06:56:04.822Z,2026-06-04T06:56:18.670Z,0,Leak resolved. Duration: 0 minutes
